"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2026 00:00 - 01/01/2026 00:15","BZN|DE-LU","45866.93","47568.38"
"16/08/2026 06:00 - 16/08/2026 06:15","BZN|DE-LU","-","-"
"16/08/2026 06:15 - 16/08/2026 06:30","BZN|DE-LU","-","-"
"16/08/2026 06:30 - 16/08/2026 06:45","BZN|DE-LU","-","-"
"16/08/2026 06:45 - 16/08/2026 07:00","BZN|DE-LU","-","-"
"16/08/2026 07:00 - 16/08/2026 07:15","BZN|DE-LU","-","-"
"16/08/2026 07:15 - 16/08/2026 07:30","BZN|DE-LU","-","-"
"16/08/2026 07:30 - 16/08/2026 07:45","BZN|DE-LU","-","-"
"16/08/2026 07:45 - 16/08/2026 08:00","BZN|DE-LU","-","-"
"16/08/2026 08:00 - 16/08/2026 08:15","BZN|DE-LU","-","-"
"16/08/2026 08:15 - 16/08/2026 08:30","BZN|DE-LU","-","-"
"16/08/2026 08:30 - 16/08/2026 08:45","BZN|DE-LU","-","-"
"16/08/2026 08:45 - 16/08/2026 09:00","BZN|DE-LU","-","-"
"16/08/2026 09:00 - 16/08/2026 09:15","BZN|DE-LU","-","-"
"16/08/2026 09:15 - 16/08/2026 09:30","BZN|DE-LU","-","-"
"16/08/2026 09:30 - 16/08/2026 09:45","BZN|DE-LU","-","-"
"16/08/2026 09:45 - 16/08/2026 10:00","BZN|DE-LU","-","-"
"16/08/2026 10:00 - 16/08/2026 10:15","BZN|DE-LU","-","-"
"16/08/2026 10:15 - 16/08/2026 10:30","BZN|DE-LU","-","-"
"16/08/2026 10:30 - 16/08/2026 10:45","BZN|DE-LU","-","-"
"16/08/2026 10:45 - 16/08/2026 11:00","BZN|DE-LU","-","-"
"16/08/2026 11:00 - 16/08/2026 11:15","BZN|DE-LU","-","-"
"16/08/2026 11:15 - 16/08/2026 11:30","BZN|DE-LU","-","-"
"16/08/2026 11:30 - 16/08/2026 11:45","BZN|DE-LU","-","-"
"16/08/2026 11:45 - 16/08/2026 12:00","BZN|DE-LU","-","-"
"16/08/2026 12:00 - 16/08/2026 12:15","BZN|DE-LU","-","-"
"16/08/2026 12:15 - 16/08/2026 12:30","BZN|DE-LU","-","-"
"16/08/2026 12:30 - 16/08/2026 12:45","BZN|DE-LU","-","-"
"16/08/2026 12:45 - 16/08/2026 13:00","BZN|DE-LU","-","-"
"16/08/2026 13:00 - 16/08/2026 13:15","BZN|DE-LU","-","-"
"16/08/2026 13:15 - 16/08/2026 13:30","BZN|DE-LU","-","-"
"16/08/2026 13:30 - 16/08/2026 13:45","BZN|DE-LU","-","-"
"16/08/2026 13:45 - 16/08/2026 14:00","BZN|DE-LU","-","-"
"16/08/2026 14:00 - 16/08/2026 14:15","BZN|DE-LU","-","-"
"16/08/2026 14:15 - 16/08/2026 14:30","BZN|DE-LU","-","-"
"16/08/2026 14:30 - 16/08/2026 14:45","BZN|DE-LU","-","-"
"16/08/2026 14:45 - 16/08/2026 15:00","BZN|DE-LU","-","-"
"16/08/2026 15:00 - 16/08/2026 15:15","BZN|DE-LU","-","-"
"16/08/2026 15:15 - 16/08/2026 15:30","BZN|DE-LU","-","-"
"16/08/2026 15:30 - 16/08/2026 15:45","BZN|DE-LU","-","-"
"16/08/2026 15:45 - 16/08/2026 16:00","BZN|DE-LU","-","-"
"16/08/2026 16:00 - 16/08/2026 16:15","BZN|DE-LU","-","-"
"16/08/2026 16:15 - 16/08/2026 16:30","BZN|DE-LU","-","-"
"16/08/2026 16:30 - 16/08/2026 16:45","BZN|DE-LU","-","-"
"16/08/2026 16:45 - 16/08/2026 17:00","BZN|DE-LU","-","-"
"16/08/2026 17:00 - 16/08/2026 17:15","BZN|DE-LU","-","-"
"16/08/2026 17:15 - 16/08/2026 17:30","BZN|DE-LU","-","-"
"16/08/2026 17:30 - 16/08/2026 17:45","BZN|DE-LU","-","-"
"16/08/2026 17:45 - 16/08/2026 18:00","BZN|DE-LU","-","-"
"16/08/2026 18:00 - 16/08/2026 18:15","BZN|DE-LU","-","-"
"16/08/2026 18:15 - 16/08/2026 18:30","BZN|DE-LU","-","-"
"16/08/2026 18:30 - 16/08/2026 18:45","BZN|DE-LU","-","-"
"16/08/2026 18:45 - 16/08/2026 19:00","BZN|DE-LU","-","-"
"16/08/2026 19:00 - 16/08/2026 19:15","BZN|DE-LU","-","-"
"16/08/2026 19:15 - 16/08/2026 19:30","BZN|DE-LU","-","-"
"16/08/2026 19:30 - 16/08/2026 19:45","BZN|DE-LU","-","-"
"16/08/2026 19:45 - 16/08/2026 20:00","BZN|DE-LU","-","-"
"16/08/2026 20:00 - 16/08/2026 20:15","BZN|DE-LU","-","-"
"16/08/2026 20:15 - 16/08/2026 20:30","BZN|DE-LU","-","-"
"16/08/2026 20:30 - 16/08/2026 20:45","BZN|DE-LU","-","-"
"16/08/2026 20:45 - 16/08/2026 21:00","BZN|DE-LU","-","-"
"16/08/2026 21:00 - 16/08/2026 21:15","BZN|DE-LU","-","-"
"16/08/2026 21:15 - 16/08/2026 21:30","BZN|DE-LU","-","-"
"16/08/2026 21:30 - 16/08/2026 21:45","BZN|DE-LU","-","-"
"16/08/2026 21:45 - 16/08/2026 22:00","BZN|DE-LU","-","-"
"16/08/2026 22:00 - 16/08/2026 22:15","BZN|DE-LU","-","-"
"16/08/2026 22:15 - 16/08/2026 22:30","BZN|DE-LU","-","-"
"16/08/2026 22:30 - 16/08/2026 22:45","BZN|DE-LU","-","-"
"16/08/2026 22:45 - 16/08/2026 23:00","BZN|DE-LU","-","-"
"16/08/2026 23:00 - 16/08/2026 23:15","BZN|DE-LU","-","-"
"16/08/2026 23:15 - 16/08/2026 23:30","BZN|DE-LU","-","-"
"16/08/2026 23:30 - 16/08/2026 23:45","BZN|DE-LU","-","-"
"16/08/2026 23:45 - 17/08/2026 00:00","BZN|DE-LU","-","-"
"17/08/2026 00:00 - 17/08/2026 00:15","BZN|DE-LU","-","-"
"17/08/2026 00:15 - 17/08/2026 00:30","BZN|DE-LU","-","-"
"17/08/2026 00:30 - 17/08/2026 00:45","BZN|DE-LU","-","-"
"17/08/2026 00:45 - 17/08/2026 01:00","BZN|DE-LU","-","-"
"17/08/2026 01:00 - 17/08/2026 01:15","BZN|DE-LU","-","-"
"17/08/2026 01:15 - 17/08/2026 01:30","BZN|DE-LU","-","-"
"17/08/2026 01:30 - 17/08/2026 01:45","BZN|DE-LU","-","-"
"17/08/2026 01:45 - 17/08/2026 02:00","BZN|DE-LU","-","-"
"17/08/2026 02:00 - 17/08/2026 02:15","BZN|DE-LU","-","-"
"17/08/2026 02:15 - 17/08/2026 02:30","BZN|DE-LU","-","-"
"17/08/2026 02:30 - 17/08/2026 02:45","BZN|DE-LU","-","-"
"17/08/2026 02:45 - 17/08/2026 03:00","BZN|DE-LU","-","-"
"17/08/2026 03:00 - 17/08/2026 03:15","BZN|DE-LU","-","-"
"17/08/2026 03:15 - 17/08/2026 03:30","BZN|DE-LU","-","-"
"17/08/2026 03:30 - 17/08/2026 03:45","BZN|DE-LU","-","-"
"17/08/2026 03:45 - 17/08/2026 04:00","BZN|DE-LU","-","-"
"17/08/2026 04:00 - 17/08/2026 04:15","BZN|DE-LU","-","-"
"17/08/2026 04:15 - 17/08/2026 04:30","BZN|DE-LU","-","-"
"17/08/2026 04:30 - 17/08/2026 04:45","BZN|DE-LU","-","-"
"17/08/2026 04:45 - 17/08/2026 05:00","BZN|DE-LU","-","-"
"17/08/2026 05:00 - 17/08/2026 05:15","BZN|DE-LU","-","-"
"17/08/2026 05:15 - 17/08/2026 05:30","BZN|DE-LU","-","-"
"17/08/2026 05:30 - 17/08/2026 05:45","BZN|DE-LU","-","-"
"17/08/2026 05:45 - 17/08/2026 06:00","BZN|DE-LU","-","-"
"17/08/2026 06:00 - 17/08/2026 06:15","BZN|DE-LU","-","-"
"17/08/2026 06:15 - 17/08/2026 06:30","BZN|DE-LU","-","-"
"17/08/2026 06:30 - 17/08/2026 06:45","BZN|DE-LU","-","-"
"17/08/2026 06:45 - 17/08/2026 07:00","BZN|DE-LU","-","-"
"17/08/2026 07:00 - 17/08/2026 07:15","BZN|DE-LU","-","-"
"17/08/2026 07:15 - 17/08/2026 07:30","BZN|DE-LU","-","-"
"17/08/2026 07:30 - 17/08/2026 07:45","BZN|DE-LU","-","-"
"17/08/2026 07:45 - 17/08/2026 08:00","BZN|DE-LU","-","-"
"17/08/2026 08:00 - 17/08/2026 08:15","BZN|DE-LU","-","-"
"17/08/2026 08:15 - 17/08/2026 08:30","BZN|DE-LU","-","-"
"17/08/2026 08:30 - 17/08/2026 08:45","BZN|DE-LU","-","-"
"17/08/2026 08:45 - 17/08/2026 09:00","BZN|DE-LU","-","-"
"17/08/2026 09:00 - 17/08/2026 09:15","BZN|DE-LU","-","-"
"17/08/2026 09:15 - 17/08/2026 09:30","BZN|DE-LU","-","-"
"17/08/2026 09:30 - 17/08/2026 09:45","BZN|DE-LU","-","-"
"17/08/2026 09:45 - 17/08/2026 10:00","BZN|DE-LU","-","-"
"17/08/2026 10:00 - 17/08/2026 10:15","BZN|DE-LU","-","-"
"17/08/2026 10:15 - 17/08/2026 10:30","BZN|DE-LU","-","-"
"17/08/2026 10:30 - 17/08/2026 10:45","BZN|DE-LU","-","-"
"17/08/2026 10:45 - 17/08/2026 11:00","BZN|DE-LU","-","-"
"17/08/2026 11:00 - 17/08/2026 11:15","BZN|DE-LU","-","-"
"17/08/2026 11:15 - 17/08/2026 11:30","BZN|DE-LU","-","-"
"17/08/2026 11:30 - 17/08/2026 11:45","BZN|DE-LU","-","-"
"17/08/2026 11:45 - 17/08/2026 12:00","BZN|DE-LU","-","-"
"17/08/2026 12:00 - 17/08/2026 12:15","BZN|DE-LU","-","-"
"17/08/2026 12:15 - 17/08/2026 12:30","BZN|DE-LU","-","-"
"17/08/2026 12:30 - 17/08/2026 12:45","BZN|DE-LU","-","-"
"17/08/2026 12:45 - 17/08/2026 13:00","BZN|DE-LU","-","-"
"17/08/2026 13:00 - 17/08/2026 13:15","BZN|DE-LU","-","-"
"17/08/2026 13:15 - 17/08/2026 13:30","BZN|DE-LU","-","-"
"17/08/2026 13:30 - 17/08/2026 13:45","BZN|DE-LU","-","-"
"17/08/2026 13:45 - 17/08/2026 14:00","BZN|DE-LU","-","-"
"17/08/2026 14:00 - 17/08/2026 14:15","BZN|DE-LU","-","-"
"17/08/2026 14:15 - 17/08/2026 14:30","BZN|DE-LU","-","-"
"17/08/2026 14:30 - 17/08/2026 14:45","BZN|DE-LU","-","-"
"17/08/2026 14:45 - 17/08/2026 15:00","BZN|DE-LU","-","-"
"17/08/2026 15:00 - 17/08/2026 15:15","BZN|DE-LU","-","-"
"17/08/2026 15:15 - 17/08/2026 15:30","BZN|DE-LU","-","-"
"17/08/2026 15:30 - 17/08/2026 15:45","BZN|DE-LU","-","-"
"17/08/2026 15:45 - 17/08/2026 16:00","BZN|DE-LU","-","-"
"17/08/2026 16:00 - 17/08/2026 16:15","BZN|DE-LU","-","-"
"17/08/2026 16:15 - 17/08/2026 16:30","BZN|DE-LU","-","-"
"17/08/2026 16:30 - 17/08/2026 16:45","BZN|DE-LU","-","-"
"17/08/2026 16:45 - 17/08/2026 17:00","BZN|DE-LU","-","-"
"17/08/2026 17:00 - 17/08/2026 17:15","BZN|DE-LU","-","-"
"17/08/2026 17:15 - 17/08/2026 17:30","BZN|DE-LU","-","-"
"17/08/2026 17:30 - 17/08/2026 17:45","BZN|DE-LU","-","-"
"17/08/2026 17:45 - 17/08/2026 18:00","BZN|DE-LU","-","-"
"17/08/2026 18:00 - 17/08/2026 18:15","BZN|DE-LU","-","-"
"17/08/2026 18:15 - 17/08/2026 18:30","BZN|DE-LU","-","-"
"17/08/2026 18:30 - 17/08/2026 18:45","BZN|DE-LU","-","-"
"17/08/2026 18:45 - 17/08/2026 19:00","BZN|DE-LU","-","-"
"17/08/2026 19:00 - 17/08/2026 19:15","BZN|DE-LU","-","-"
"17/08/2026 19:15 - 17/08/2026 19:30","BZN|DE-LU","-","-"
"17/08/2026 19:30 - 17/08/2026 19:45","BZN|DE-LU","-","-"
"17/08/2026 19:45 - 17/08/2026 20:00","BZN|DE-LU","-","-"
"17/08/2026 20:00 - 17/08/2026 20:15","BZN|DE-LU","-","-"
"17/08/2026 20:15 - 17/08/2026 20:30","BZN|DE-LU","-","-"
"17/08/2026 20:30 - 17/08/2026 20:45","BZN|DE-LU","-","-"
"17/08/2026 20:45 - 17/08/2026 21:00","BZN|DE-LU","-","-"
"17/08/2026 21:00 - 17/08/2026 21:15","BZN|DE-LU","-","-"
"17/08/2026 21:15 - 17/08/2026 21:30","BZN|DE-LU","-","-"
"17/08/2026 21:30 - 17/08/2026 21:45","BZN|DE-LU","-","-"
"17/08/2026 21:45 - 17/08/2026 22:00","BZN|DE-LU","-","-"
"17/08/2026 22:00 - 17/08/2026 22:15","BZN|DE-LU","-","-"
"17/08/2026 22:15 - 17/08/2026 22:30","BZN|DE-LU","-","-"
"17/08/2026 22:30 - 17/08/2026 22:45","BZN|DE-LU","-","-"
"17/08/2026 22:45 - 17/08/2026 23:00","BZN|DE-LU","-","-"
"17/08/2026 23:00 - 17/08/2026 23:15","BZN|DE-LU","-","-"
"17/08/2026 23:15 - 17/08/2026 23:30","BZN|DE-LU","-","-"
"17/08/2026 23:30 - 17/08/2026 23:45","BZN|DE-LU","-","-"
"17/08/2026 23:45 - 18/08/2026 00:00","BZN|DE-LU","-","-"
"18/08/2026 00:00 - 18/08/2026 00:15","BZN|DE-LU","-","-"
"18/08/2026 00:15 - 18/08/2026 00:30","BZN|DE-LU","-","-"
"18/08/2026 00:30 - 18/08/2026 00:45","BZN|DE-LU","-","-"
"18/08/2026 00:45 - 18/08/2026 01:00","BZN|DE-LU","-","-"
"18/08/2026 01:00 - 18/08/2026 01:15","BZN|DE-LU","-","-"
"18/08/2026 01:15 - 18/08/2026 01:30","BZN|DE-LU","-","-"
"18/08/2026 01:30 - 18/08/2026 01:45","BZN|DE-LU","-","-"
"18/08/2026 01:45 - 18/08/2026 02:00","BZN|DE-LU","-","-"
"18/08/2026 02:00 - 18/08/2026 02:15","BZN|DE-LU","-","-"
"18/08/2026 02:15 - 18/08/2026 02:30","BZN|DE-LU","-","-"
"18/08/2026 02:30 - 18/08/2026 02:45","BZN|DE-LU","-","-"
"18/08/2026 02:45 - 18/08/2026 03:00","BZN|DE-LU","-","-"
"18/08/2026 03:00 - 18/08/2026 03:15","BZN|DE-LU","-","-"
"18/08/2026 03:15 - 18/08/2026 03:30","BZN|DE-LU","-","-"
"18/08/2026 03:30 - 18/08/2026 03:45","BZN|DE-LU","-","-"
"18/08/2026 03:45 - 18/08/2026 04:00","BZN|DE-LU","-","-"
"18/08/2026 04:00 - 18/08/2026 04:15","BZN|DE-LU","-","-"
"18/08/2026 04:15 - 18/08/2026 04:30","BZN|DE-LU","-","-"
"18/08/2026 04:30 - 18/08/2026 04:45","BZN|DE-LU","-","-"
"18/08/2026 04:45 - 18/08/2026 05:00","BZN|DE-LU","-","-"
"18/08/2026 05:00 - 18/08/2026 05:15","BZN|DE-LU","-","-"
"18/08/2026 05:15 - 18/08/2026 05:30","BZN|DE-LU","-","-"
"18/08/2026 05:30 - 18/08/2026 05:45","BZN|DE-LU","-","-"
"18/08/2026 05:45 - 18/08/2026 06:00","BZN|DE-LU","-","-"
"18/08/2026 06:00 - 18/08/2026 06:15","BZN|DE-LU","-","-"
"18/08/2026 06:15 - 18/08/2026 06:30","BZN|DE-LU","-","-"
"18/08/2026 06:30 - 18/08/2026 06:45","BZN|DE-LU","-","-"
"18/08/2026 06:45 - 18/08/2026 07:00","BZN|DE-LU","-","-"
"18/08/2026 07:00 - 18/08/2026 07:15","BZN|DE-LU","-","-"
"18/08/2026 07:15 - 18/08/2026 07:30","BZN|DE-LU","-","-"
"18/08/2026 07:30 - 18/08/2026 07:45","BZN|DE-LU","-","-"
"18/08/2026 07:45 - 18/08/2026 08:00","BZN|DE-LU","-","-"
"18/08/2026 08:00 - 18/08/2026 08:15","BZN|DE-LU","-","-"
"18/08/2026 08:15 - 18/08/2026 08:30","BZN|DE-LU","-","-"
"18/08/2026 08:30 - 18/08/2026 08:45","BZN|DE-LU","-","-"
"18/08/2026 08:45 - 18/08/2026 09:00","BZN|DE-LU","-","-"
"18/08/2026 09:00 - 18/08/2026 09:15","BZN|DE-LU","-","-"
"18/08/2026 09:15 - 18/08/2026 09:30","BZN|DE-LU","-","-"
"18/08/2026 09:30 - 18/08/2026 09:45","BZN|DE-LU","-","-"
"18/08/2026 09:45 - 18/08/2026 10:00","BZN|DE-LU","-","-"
"18/08/2026 10:00 - 18/08/2026 10:15","BZN|DE-LU","-","-"
"18/08/2026 10:15 - 18/08/2026 10:30","BZN|DE-LU","-","-"
"18/08/2026 10:30 - 18/08/2026 10:45","BZN|DE-LU","-","-"
"18/08/2026 10:45 - 18/08/2026 11:00","BZN|DE-LU","-","-"
"18/08/2026 11:00 - 18/08/2026 11:15","BZN|DE-LU","-","-"
"18/08/2026 11:15 - 18/08/2026 11:30","BZN|DE-LU","-","-"
"18/08/2026 11:30 - 18/08/2026 11:45","BZN|DE-LU","-","-"
"18/08/2026 11:45 - 18/08/2026 12:00","BZN|DE-LU","-","-"
"18/08/2026 12:00 - 18/08/2026 12:15","BZN|DE-LU","-","-"
"18/08/2026 12:15 - 18/08/2026 12:30","BZN|DE-LU","-","-"
"18/08/2026 12:30 - 18/08/2026 12:45","BZN|DE-LU","-","-"
"18/08/2026 12:45 - 18/08/2026 13:00","BZN|DE-LU","-","-"
"18/08/2026 13:00 - 18/08/2026 13:15","BZN|DE-LU","-","-"
"18/08/2026 13:15 - 18/08/2026 13:30","BZN|DE-LU","-","-"
"18/08/2026 13:30 - 18/08/2026 13:45","BZN|DE-LU","-","-"
"18/08/2026 13:45 - 18/08/2026 14:00","BZN|DE-LU","-","-"
"18/08/2026 14:00 - 18/08/2026 14:15","BZN|DE-LU","-","-"
"18/08/2026 14:15 - 18/08/2026 14:30","BZN|DE-LU","-","-"
"18/08/2026 14:30 - 18/08/2026 14:45","BZN|DE-LU","-","-"
"18/08/2026 14:45 - 18/08/2026 15:00","BZN|DE-LU","-","-"
"18/08/2026 15:00 - 18/08/2026 15:15","BZN|DE-LU","-","-"
"18/08/2026 15:15 - 18/08/2026 15:30","BZN|DE-LU","-","-"
"18/08/2026 15:30 - 18/08/2026 15:45","BZN|DE-LU","-","-"
"18/08/2026 15:45 - 18/08/2026 16:00","BZN|DE-LU","-","-"
"18/08/2026 16:00 - 18/08/2026 16:15","BZN|DE-LU","-","-"
"18/08/2026 16:15 - 18/08/2026 16:30","BZN|DE-LU","-","-"
"18/08/2026 16:30 - 18/08/2026 16:45","BZN|DE-LU","-","-"
"18/08/2026 16:45 - 18/08/2026 17:00","BZN|DE-LU","-","-"
"18/08/2026 17:00 - 18/08/2026 17:15","BZN|DE-LU","-","-"
"18/08/2026 17:15 - 18/08/2026 17:30","BZN|DE-LU","-","-"
"18/08/2026 17:30 - 18/08/2026 17:45","BZN|DE-LU","-","-"
"18/08/2026 17:45 - 18/08/2026 18:00","BZN|DE-LU","-","-"
"18/08/2026 18:00 - 18/08/2026 18:15","BZN|DE-LU","-","-"
"18/08/2026 18:15 - 18/08/2026 18:30","BZN|DE-LU","-","-"
"18/08/2026 18:30 - 18/08/2026 18:45","BZN|DE-LU","-","-"
"18/08/2026 18:45 - 18/08/2026 19:00","BZN|DE-LU","-","-"
"18/08/2026 19:00 - 18/08/2026 19:15","BZN|DE-LU","-","-"
"18/08/2026 19:15 - 18/08/2026 19:30","BZN|DE-LU","-","-"
"18/08/2026 19:30 - 18/08/2026 19:45","BZN|DE-LU","-","-"
"18/08/2026 19:45 - 18/08/2026 20:00","BZN|DE-LU","-","-"
"18/08/2026 20:00 - 18/08/2026 20:15","BZN|DE-LU","-","-"
"18/08/2026 20:15 - 18/08/2026 20:30","BZN|DE-LU","-","-"
"18/08/2026 20:30 - 18/08/2026 20:45","BZN|DE-LU","-","-"
"18/08/2026 20:45 - 18/08/2026 21:00","BZN|DE-LU","-","-"
"18/08/2026 21:00 - 18/08/2026 21:15","BZN|DE-LU","-","-"
"18/08/2026 21:15 - 18/08/2026 21:30","BZN|DE-LU","-","-"
"18/08/2026 21:30 - 18/08/2026 21:45","BZN|DE-LU","-","-"
"18/08/2026 21:45 - 18/08/2026 22:00","BZN|DE-LU","-","-"
"18/08/2026 22:00 - 18/08/2026 22:15","BZN|DE-LU","-","-"
"18/08/2026 22:15 - 18/08/2026 22:30","BZN|DE-LU","-","-"
"18/08/2026 22:30 - 18/08/2026 22:45","BZN|DE-LU","-","-"
"18/08/2026 22:45 - 18/08/2026 23:00","BZN|DE-LU","-","-"
"18/08/2026 23:00 - 18/08/2026 23:15","BZN|DE-LU","-","-"
"18/08/2026 23:15 - 18/08/2026 23:30","BZN|DE-LU","-","-"
"18/08/2026 23:30 - 18/08/2026 23:45","BZN|DE-LU","-","-"
"18/08/2026 23:45 - 19/08/2026 00:00","BZN|DE-LU","-","-"
"19/08/2026 00:00 - 19/08/2026 00:15","BZN|DE-LU","-","-"
"19/08/2026 00:15 - 19/08/2026 00:30","BZN|DE-LU","-","-"
"19/08/2026 00:30 - 19/08/2026 00:45","BZN|DE-LU","-","-"
"19/08/2026 00:45 - 19/08/2026 01:00","BZN|DE-LU","-","-"
"19/08/2026 01:00 - 19/08/2026 01:15","BZN|DE-LU","-","-"
"19/08/2026 01:15 - 19/08/2026 01:30","BZN|DE-LU","-","-"
"19/08/2026 01:30 - 19/08/2026 01:45","BZN|DE-LU","-","-"
"19/08/2026 01:45 - 19/08/2026 02:00","BZN|DE-LU","-","-"
"19/08/2026 02:00 - 19/08/2026 02:15","BZN|DE-LU","-","-"
"19/08/2026 02:15 - 19/08/2026 02:30","BZN|DE-LU","-","-"
"19/08/2026 02:30 - 19/08/2026 02:45","BZN|DE-LU","-","-"
"19/08/2026 02:45 - 19/08/2026 03:00","BZN|DE-LU","-","-"
"19/08/2026 03:00 - 19/08/2026 03:15","BZN|DE-LU","-","-"
"19/08/2026 03:15 - 19/08/2026 03:30","BZN|DE-LU","-","-"
"19/08/2026 03:30 - 19/08/2026 03:45","BZN|DE-LU","-","-"
"19/08/2026 03:45 - 19/08/2026 04:00","BZN|DE-LU","-","-"
"19/08/2026 04:00 - 19/08/2026 04:15","BZN|DE-LU","-","-"
"19/08/2026 04:15 - 19/08/2026 04:30","BZN|DE-LU","-","-"
"19/08/2026 04:30 - 19/08/2026 04:45","BZN|DE-LU","-","-"
"19/08/2026 04:45 - 19/08/2026 05:00","BZN|DE-LU","-","-"
"19/08/2026 05:00 - 19/08/2026 05:15","BZN|DE-LU","-","-"
"19/08/2026 05:15 - 19/08/2026 05:30","BZN|DE-LU","-","-"
"19/08/2026 05:30 - 19/08/2026 05:45","BZN|DE-LU","-","-"
"19/08/2026 05:45 - 19/08/2026 06:00","BZN|DE-LU","-","-"
"19/08/2026 06:00 - 19/08/2026 06:15","BZN|DE-LU","-","-"
"19/08/2026 06:15 - 19/08/2026 06:30","BZN|DE-LU","-","-"
"19/08/2026 06:30 - 19/08/2026 06:45","BZN|DE-LU","-","-"
"19/08/2026 06:45 - 19/08/2026 07:00","BZN|DE-LU","-","-"
"19/08/2026 07:00 - 19/08/2026 07:15","BZN|DE-LU","-","-"
"19/08/2026 07:15 - 19/08/2026 07:30","BZN|DE-LU","-","-"
"19/08/2026 07:30 - 19/08/2026 07:45","BZN|DE-LU","-","-"
"19/08/2026 07:45 - 19/08/2026 08:00","BZN|DE-LU","-","-"
"19/08/2026 08:00 - 19/08/2026 08:15","BZN|DE-LU","-","-"
"19/08/2026 08:15 - 19/08/2026 08:30","BZN|DE-LU","-","-"
"19/08/2026 08:30 - 19/08/2026 08:45","BZN|DE-LU","-","-"
"19/08/2026 08:45 - 19/08/2026 09:00","BZN|DE-LU","-","-"
"19/08/2026 09:00 - 19/08/2026 09:15","BZN|DE-LU","-","-"
"19/08/2026 09:15 - 19/08/2026 09:30","BZN|DE-LU","-","-"
"19/08/2026 09:30 - 19/08/2026 09:45","BZN|DE-LU","-","-"
"19/08/2026 09:45 - 19/08/2026 10:00","BZN|DE-LU","-","-"
"19/08/2026 10:00 - 19/08/2026 10:15","BZN|DE-LU","-","-"
"19/08/2026 10:15 - 19/08/2026 10:30","BZN|DE-LU","-","-"
"19/08/2026 10:30 - 19/08/2026 10:45","BZN|DE-LU","-","-"
"19/08/2026 10:45 - 19/08/2026 11:00","BZN|DE-LU","-","-"
"19/08/2026 11:00 - 19/08/2026 11:15","BZN|DE-LU","-","-"
"19/08/2026 11:15 - 19/08/2026 11:30","BZN|DE-LU","-","-"
"19/08/2026 11:30 - 19/08/2026 11:45","BZN|DE-LU","-","-"
"19/08/2026 11:45 - 19/08/2026 12:00","BZN|DE-LU","-","-"
"19/08/2026 12:00 - 19/08/2026 12:15","BZN|DE-LU","-","-"
"19/08/2026 12:15 - 19/08/2026 12:30","BZN|DE-LU","-","-"
"19/08/2026 12:30 - 19/08/2026 12:45","BZN|DE-LU","-","-"
"19/08/2026 12:45 - 19/08/2026 13:00","BZN|DE-LU","-","-"
"19/08/2026 13:00 - 19/08/2026 13:15","BZN|DE-LU","-","-"
"19/08/2026 13:15 - 19/08/2026 13:30","BZN|DE-LU","-","-"
"19/08/2026 13:30 - 19/08/2026 13:45","BZN|DE-LU","-","-"
"19/08/2026 13:45 - 19/08/2026 14:00","BZN|DE-LU","-","-"
"19/08/2026 14:00 - 19/08/2026 14:15","BZN|DE-LU","-","-"
"19/08/2026 14:15 - 19/08/2026 14:30","BZN|DE-LU","-","-"
"19/08/2026 14:30 - 19/08/2026 14:45","BZN|DE-LU","-","-"
"19/08/2026 14:45 - 19/08/2026 15:00","BZN|DE-LU","-","-"
"19/08/2026 15:00 - 19/08/2026 15:15","BZN|DE-LU","-","-"
"19/08/2026 15:15 - 19/08/2026 15:30","BZN|DE-LU","-","-"
"19/08/2026 15:30 - 19/08/2026 15:45","BZN|DE-LU","-","-"
"19/08/2026 15:45 - 19/08/2026 16:00","BZN|DE-LU","-","-"
"19/08/2026 16:00 - 19/08/2026 16:15","BZN|DE-LU","-","-"
"19/08/2026 16:15 - 19/08/2026 16:30","BZN|DE-LU","-","-"
"19/08/2026 16:30 - 19/08/2026 16:45","BZN|DE-LU","-","-"
"19/08/2026 16:45 - 19/08/2026 17:00","BZN|DE-LU","-","-"
"19/08/2026 17:00 - 19/08/2026 17:15","BZN|DE-LU","-","-"
"19/08/2026 17:15 - 19/08/2026 17:30","BZN|DE-LU","-","-"
"19/08/2026 17:30 - 19/08/2026 17:45","BZN|DE-LU","-","-"
"19/08/2026 17:45 - 19/08/2026 18:00","BZN|DE-LU","-","-"
"19/08/2026 18:00 - 19/08/2026 18:15","BZN|DE-LU","-","-"
"19/08/2026 18:15 - 19/08/2026 18:30","BZN|DE-LU","-","-"
"19/08/2026 18:30 - 19/08/2026 18:45","BZN|DE-LU","-","-"
"19/08/2026 18:45 - 19/08/2026 19:00","BZN|DE-LU","-","-"
"19/08/2026 19:00 - 19/08/2026 19:15","BZN|DE-LU","-","-"
"19/08/2026 19:15 - 19/08/2026 19:30","BZN|DE-LU","-","-"
"19/08/2026 19:30 - 19/08/2026 19:45","BZN|DE-LU","-","-"
"19/08/2026 19:45 - 19/08/2026 20:00","BZN|DE-LU","-","-"
"19/08/2026 20:00 - 19/08/2026 20:15","BZN|DE-LU","-","-"
"19/08/2026 20:15 - 19/08/2026 20:30","BZN|DE-LU","-","-"
"19/08/2026 20:30 - 19/08/2026 20:45","BZN|DE-LU","-","-"
